Transaction Hash,Status,Method,Blockno,DateTime (UTC),From,From_Nametag,To,To_Nametag,Amount,Value (USD),Txn Fee
"0x1765e78fd646ff3163912c88ae5e909766a9464af07c49674fe57127c81bb017","Success","Execute Meta Transaction V2","21943387","2025-02-28 07:35:47","0xac844837a2b58db4b4def35b243ee14c3e36a96b","","0xdef1c0ded9bec7f1a1670819833240f027b25eff","0x: Exchange Proxy","0 ETH","$0.00","0.00044024"
"0x43e0579235264bdb09e37114bbdb94ee4b2d61573dbdcd6a58d345b232a6c434","Success","Execute F Fs Yo","21943387","2025-02-28 07:35:47","0xff9a0e15cf27d1a49cf2321414eab13e209b41d8","","0xa69babef1ca67a37ffaf7a485dfff3382056e78c","MEV Bot: 0xA69...78C","0 ETH","$0.00","0.00017897"
"0x1a490cf0f0f3e22f05e43cf05d90be9cded3491779e1bb0dd9899e83ec6fb797","Success","0x00000000","21943387","2025-02-28 07:35:47","0xbda8b5ced669c0d7830a046d54815c26445a33f8","","0xeff6cb8b614999d130e537751ee99724d01aa167","","0 ETH","$0.00","0.00017388"
"0x1a3ba8668c8b7ba5415985814d76daaf0a4bf6811a1e1ef8977bb9a5a20ac6a0","Success","Transfer","21943387","2025-02-28 07:35:47","0xec79ce95f8f76d03cc79d2d83ea12c635fc44223","","0xfced8d6d86232d8e69556ae8cae655201bb03821","","0.299956654 ETH","$630.84","0.00003187"
"0x1343c13086642950e3fa954c3b0bc77f210e9a484531d744571deccc08c97852","Success","Approve","21943387","2025-02-28 07:35:47","0xc6a4e21cce98c9238dd71fd7fbd2de457f55a5ba","","0xccb365d2e11ae4d6d74715c680f56cf58bf4bf10","Wall Street pepe: WEPE Token","0 ETH","$0.00","0.00007198"
"0x8a5f975c5a11eeb1cca8a5d4a1616458ee052ee040fa0b2243affde19ffc51fd","Success","Transfer","21943387","2025-02-28 07:35:47","0x9772db485b028616e85a41b718047de21aef31fe","","0x80aa32adab3c1d13c4624d4ca4018f9d038f5677","","0.1494496 ETH","$314.31","0.00003219"
"0xa56b8bfd8a9833f61903dcd20ea31f89f6fdcbda7bdf20b30672a83f1ea925e0","Success","Transfer","21943387","2025-02-28 07:35:47","0xf7af87404c728077fa26fbc149ea4516a11d0f0b","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00006337"
"0x3bc0635c6a16b18e3f0fbe7333a40e4dabc0d09c034a832cc352eee445ee58fb","Success","0x00000000","21943387","2025-02-28 07:35:47","0x7a9cc28fcd3c0ea17af67d33f5833c6127562c57","","0xe22d09c86155423d58352e2298865f527595e171","","0 ETH","$0.00","0.00024317"
"0x7e74d072b3293ab90f4bcb823a955dff253a183846ef3de496ed360654a045c9","Success","Approve","21943387","2025-02-28 07:35:47","0x8e100ca591bba6ce8b1d174f14312d3dbc066c3c","*zoho🤠️.eth","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","Circle: USDC Token","0 ETH","$0.00","0.00008664"
"0x83cbbe0785b3bb4c8311d9d84ac6ddab42b29f4224a6a3e8c1b0b8192fbbf094","Success","Deposit","21943387","2025-02-28 07:35:47","0x9d3e5610765c95d488f1e8237396b2544dc0c07d","","0x697c54a84d83f37380d034e2bfc6f7ce8d89f4ee","","0 ETH","$0.00","0.00091243"
"0x33796ea59e301eea6040d6f8a7137dab276a2e690970f6fd8a5c5e7b53b798ae","Success","Withdraw","21943387","2025-02-28 07:35:47","0x81ebde24453b8e40454616579ea79c79a197699d","","0x0650caf159c5a49f711e8169d4336ecb9b950275","","0 ETH","$0.00","0.00022888"
"0x76c4dbad203c5e1f5368023cdb5039e8b9075607b6fcccd65c534aecfd87af1c","Success","Create Order","21943387","2025-02-28 07:35:47","0x68189a4bf9b8291abbc19d1f78fd7784a004f55b","","0xba3cb449bd2b4adddbc894d8697f5170800eadec","","0.16 ETH","$336.50","0.00012681"
"0xf9afedcc1256a8f1f55013aac8709f9286ce7ed78a8dbd0556d353ac9beaa81f","Success","Sell To Uniswap","21943387","2025-02-28 07:35:47","0x4ae1360b22a0790a079600a50b463b33c66dcde6","","0xdef1c0ded9bec7f1a1670819833240f027b25eff","0x: Exchange Proxy","0 ETH","$0.00","0.00029527"
"0x791d467ddb7122370aa158fa4755da6f1976a7a56ede58692db8b6858a0e20c4","Success","Approve","21943387","2025-02-28 07:35:47","0xa07ba62c3af689607821ea77edd4217240f74c46","","0x6f365eb3686ee95bdefbae71f1728d62c0af7ab1","Aither: $AITHER Token","0 ETH","$0.00","0.00010484"
"0x8608d3f28a7b5db2ce0c50a651f9ee234f61d73f9a21fd74a6c359bef8aa59d2","Success","Receive Message","21943387","2025-02-28 07:35:47","0xdf9e6beac070699b262df28bb7b0bcd7eff33d95","","0x0a992d191deec32afe36203ad87d7d289a738f81","Circle: Message Transmitter","0 ETH","$0.00","0.00036018"
"0xf18954c7144fd59df693f5412075db6c5ca24ec76d8810d58d5a0b7cc777a9c1","Success","Transfer","21943387","2025-02-28 07:35:47","0x787b8840100d9baadd7463f4a73b5ba73b00c6ca","Stake.com 11","0xd7c6eb8ee67bc3182a898e9e80e3da6a711ba188","","1.043811706 ETH","$2,195.26","0.00003262"
"0x32806caf041eb29e261f63a77b2b4ac0fa826c41382bd76571d016d21f3a0d48","Success","Transfer","21943387","2025-02-28 07:35:47","0xda01773e5ab12d01f3a9432db0cb3a1a04c2f225","","0xddaf25e18ffde2ff495291b982a169147c9f7f46","","0.01 ETH","$21.03","0.00003262"
"0x0b383cb199564ce4dfcc0a55b11c0d7c70900ede8cf99ab112a16af8f1bc149c","Success","Transfer","21943387","2025-02-28 07:35:47","0x974caa59e49682cda0ad2bbe82983419a2ecc400","Stake.com","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","Circle: USDC Token","0 ETH","$0.00","0.00007016"
"0x5c9a6574c351824742a764b6b0eab1a609d8b957b6479c2662ebf8925d866985","Success","Supply","21943387","2025-02-28 07:35:47","0x4a4ffceebc80782400f2ddf1878dd4b2d33661ba","","0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2","Aave: Pool V3","0 ETH","$0.00","0.00036874"
"0x0e80d62448fd070072899b07407842a1a0095c8a40b57e75c43cb39ad08c288a","Success","Approve","21943387","2025-02-28 07:35:47","0x9f0546f63d29093a7c2d42fbb775d2b408547145","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.0001157"
"0xa9b4f8be2bece7ea0448aef32490e995d329a0f78f62ce4fac7a30ad036b4e2c","Success","Transfer","21943387","2025-02-28 07:35:47","0xf79ea4ad13741f1a0295e7d93f162f59d2360030","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00014957"
"0x017863f3b1ae19886a26466d7ff61592eeceb124794e407704a77e4fe83b6b98","Success","Transfer","21943387","2025-02-28 07:35:47","0xeb009478f26cb91c6421cc365c124a30eb4e79e1","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.0001091"
"0x6b1ca7ed821d0246fdd1e3c4bcf0142804e7eea5d69f4c84a46f6d560716ffc6","Success","Transfer","21943387","2025-02-28 07:35:47","0x95ff180849a7cd8e956919f106cdca8419901f49","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00009902"
"0x392f0b52fd227b347213d3c0a7094946cc4bbd77b4d3dec38550335e9938c662","Success","Transfer","21943387","2025-02-28 07:35:47","0x74b0e133bee3384dfcfa60b31d85d8e2062de811","","0xb9ad6adaaa64e07bed275978e581bb384061b8e3","","0.1404 ETH","$295.28","0.00005809"
"0x819be16304f4acc57371cb54377fd40ce3d16243540c4bb2b4693c6f613912c5","Success","Transfer","21943387","2025-02-28 07:35:47","0xd38cf87f114f2a0582c329fb9df4f7044ce71330","","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","Circle: USDC Token","0 ETH","$0.00","0.00017219"
"0x55ad3f797a9cc691e3229f909ab0ce252c4c8b8644ae5989a8842172ea35cf39","Success","Transfer","21943387","2025-02-28 07:35:47","0x6a0e3fe9d31352c56a65c0f979140d26427d4ad2","","0x8aabf70ef9aef87f3eba7d45b16b197c0e938e3b","","0.022166573 ETH","$46.62","0.00005835"
"0x0931eea2f7ee10399fc58e1786287de9df4a7847088370f2e075fe08981009bb","Success","Transfer","21943387","2025-02-28 07:35:47","0x5d1f77c52b36bc2edb68e81ec755b89f1cad6b37","","0xba2223f57ecdc6c70302f57e71deb33d87b76c91","","0.015749 ETH","$33.12","0.00003374"
"0x80e9ffb91fca2da4c4e291fd6413af78c58c6085a84a1e2a708e7b0fe2321b5e","Success","Transfer","21943387","2025-02-28 07:35:47","0x8b92f0a969c5079a7f8a30dcb546c1b61219db94","","0x8dad9be6aa2bd774f17afb769557172776ebdbf5","","0.044092109 ETH","$92.73","0.00003434"
"0xb460e187ccc13589721c3e8e0ede15a470f547fd50ce6849f2e12be5703f1470","Success","Transfer","21943387","2025-02-28 07:35:47","0xaf58b37cc4c77eb8a68227eef9762be6e6ecaa88","","0x5d1ba45dea7e687f56aeaae07d58baa20105b790","","0.033001 ETH","$69.40","0.00003492"
"0xcce2c9ab216a1ddecefa0d73594fb8ad05e89af647be3c21e9fbbcd34d3f00ac","Success","0x00000000","21943387","2025-02-28 07:35:47","0xde11da1a95a6071d4470e672fdef10fb1e4b0660","","0x4ee9775db5c1e73ea170678c109ef079b2ad4811","","0 ETH","$0.00","0.00082035"
"0x0ae795cecfee3466cacd736c9961bcf6c7cff00617600c710474c45bc07bd679","Success","Transfer","21943387","2025-02-28 07:35:47","0x25000b817225230eba8bfa11825cd7bfb68be292","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00007878"
"0x54d23d98c1a3a74666fda17a9583adc104b372604b3ed4a66a8ff2fc9ca6788d","Success","Approve","21943387","2025-02-28 07:35:47","0x2998ca9d6c118c6f3228acdb438d2e0c8bd391a5","","0xccb365d2e11ae4d6d74715c680f56cf58bf4bf10","Wall Street pepe: WEPE Token","0 ETH","$0.00","0.00008069"
"0x1c4a3329c34c6a5c62f5350c012b8ffecdd91db579e89510b55d71aee4454c46","Success","0xa0000000","21943387","2025-02-28 07:35:47","0x93793bd1f3e35a0efd098c30e486a860a0ef7551","","0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf","","0 ETH","$0.00","0.0002335"
"0x3081322c5b8793f660116f714edde9f754ffc1a313a76bce2e657226ad148fc3","Success","0x161430a4","21943387","2025-02-28 07:35:47","0x7f7de41545212ea0fb0a1b1f4cdd9381ca77152c","","0x7332afc063f43e86457ec971c5fd37e8428f0a06","","0 ETH","$0.00","0.000272"
"0xfa4484581eeaf2b9f4f2b717aa481ff66b2226bf8b3fc35e92027721832a748a","Success","0x00000002","21943387","2025-02-28 07:35:47","0xee28beaa11e31d10581ee7cfdcb9e95c8d05c53c","","0xfbeedcfe378866dab6abbafd8b2986f5c1768737","MEV Bot: 0xfbe…737","0 ETH","$0.00","0.00015218"
"0x7c4fd075b6a26abd0655a934c150da26b33bad8b4ba578a2bac1e7b290a85f56","Success","Withdraw ERC20","21943387","2025-02-28 07:35:47","0xd9c4434a5294bd82979c73f52d239bb2930f7429","","0x6719c6ebf80d6499ca9ce170cda72beb3f1d1a54","","0 ETH","$0.00","0.00010884"
"0x8193599cb9604aa33188d75f10189d810a1bd80a06ca24f06797066cf4ea71c9","Success","Buy With Eth","21943387","2025-02-28 07:35:47","0x02c6e281045ec32ac8bcd3ced7f81cb1ec01f4c0","","0x58dcc8691872663d1ff1219e4bd0a9f94ada68b3","","0.01629 ETH","$34.26","0.00052783"
"0xe8d5976ee27efec05ec6e060b1e6a40466a7b0c788c10dd312ce0e9cfc05a997","Success","Transfer","21943387","2025-02-28 07:35:47","0x8878029e5d209e5d1f10dba060ae7e38714cd3cc","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00007455"
"0x7b437a7adad3e68b0f29585cb7a60343a9791be693ba7e43bf129e424091f00c","Success","Transfer","21943387","2025-02-28 07:35:47","0xb23360ccdd9ed1b15d45e5d3824bb409c8d7c460","Revolut 1","0xb23360ccdd9ed1b15d45e5d3824bb409c8d7c460","Revolut 1","0 ETH","$0.00","0.00003883"
"0x51f992fb4e5d0d2d8878c63987431de2cc3b48b32817624deef3426a1dc07afc","Success","Transfer","21943387","2025-02-28 07:35:47","0x5a148e899a60857903cb398d98cdf249b7415465","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00011762"
"0x3620d7e5b8bafbb7bea9eefbf6d7a80882a2a6f509381189893cf3b2073bd832","Success","0x05f497df","21943387","2025-02-28 07:35:47","0x00d2f4eb459bd4f7b175fd0cec578229bfa3bde7","","0x5b93d80da1a359340d1f339fb574bdc56763f995","","21 wei","$0.00","0.00032761"
"0x821cf1d0a6e3a1cb3d97f966bd44f2bd267cf04595523fc59e0c308c0552ac7d","Error in Main Txn : execution reverted","Fill Relay","21943387","2025-02-28 07:35:47","0x07ae8551be970cb1cca11dd7a11f47ae82e70e67","","0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5","Across Protocol: Ethereum Spoke Pool V2","0 ETH","$0.00","0.00007952"
"0x4da4f50904e7e6ee87f8f87bd829ab26efae8d6c5db69591951d81d94c22bc73","Success","Transfer","21943387","2025-02-28 07:35:47","0x98fe37ccfb2efebe4f7db6c8bc4ab42c9dd67824","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00011792"
"0x6b8e0022ea0e4664c1bef618ff4dad06b6d77057e1e07bb84b92c0e4c237177d","Error in Main Txn : execution reverted","Fill Relay","21943387","2025-02-28 07:35:47","0x07ae8551be970cb1cca11dd7a11f47ae82e70e67","","0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5","Across Protocol: Ethereum Spoke Pool V2","0 ETH","$0.00","0.00007956"
"0x93f9669b4ace6539308dcba10c17fefa56a065221a08d1574f4de664a12b792c","Success","0x00000000","21943387","2025-02-28 07:35:47","0xe5ee3802314d587abc9e0ee3f1f42a9e82c9e1f1","","0x000000000c56e91f092023d942aee89b3cc089ff","","0 ETH","$0.00","0.00040523"
"0xa1b5726201a70554b7d7c1236aa3ae065ad7b82b615b50af29a966c24b5f51e4","Success","Fill V3Relay","21943387","2025-02-28 07:35:47","0x95b4298680f9418f7e32155ea7069ade25caf5f1","","0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5","Across Protocol: Ethereum Spoke Pool V2","0 ETH","$0.00","0.00024693"
"0x224e4847d5f6eead5459b9847699936d23e3d65a9d449f75ef4f30b477dc3048","Success","Transfer","21943387","2025-02-28 07:35:47","0x4290cae07bf227a587dfd17609a9b65356c74034","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00012395"
"0xfc6f085e00c422fb9ca8d63238278e72aea90fb35640a8587b5f9a77f3810d84","Error in Main Txn : execution reverted","Fill Relay","21943387","2025-02-28 07:35:47","0xef1ec136931ab5728b0783fd87d109c9d15d31f1","","0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5","Across Protocol: Ethereum Spoke Pool V2","0 ETH","$0.00","0.00008385"
"0x174b553b4bb8f54e52b940bbe4308b4dfa9892ba422535ff8d99c6c55554438d","Success","Transfer*","21943387","2025-02-28 07:35:47","0xf70da97812cb96acdf810712aa562db8dfa3dbef","","0x1e6295579cea31dbe74446d80252e770691ba5a4","","0.61925885 ETH","$1,302.37","0.00004278"
"0x4921158c6182e8fbf4578fba87e52e3ac1f66694bb9c5627c3e6b199964592a4","Success","Transfer*","21943387","2025-02-28 07:35:47","0xf70da97812cb96acdf810712aa562db8dfa3dbef","","0xbbdfa0f013bfd91392efb2fea045ca3e51448999","","0.014490722 ETH","$30.48","0.00004278"
"0x98ed36993fc34ff566bfc40edc5376947d05c00ece3ac2138d420168a674b7a4","Success","Transfer","21943387","2025-02-28 07:35:47","0xf70da97812cb96acdf810712aa562db8dfa3dbef","","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","Circle: USDC Token","0 ETH","$0.00","0.00012486"
"0x7fef4c4c214344ed064b1433b4a98c9326616f82f02a9ce33d04b2b641345389","Success","Register Identities","21943387","2025-02-28 07:35:47","0x3e9c4ba4b3c707323507f4b926e07dc91db4f608","","0xd9f2a4fff0c1909272ea9b393613dcb2a27b1137","","0 ETH","$0.00","0.00058335"
"0x187919a24ca2034c073ec84663ebc6f899941da269f98b6ac8c9c3cd92190ac1","Success","Transfer","21943387","2025-02-28 07:35:47","0xedfc674fc627995b7ced207dd490678905655333","","0x20ffe0d07d7f7c2c21a24537538b4cde06c9048a","XeggeX 1","0.00028723 ETH","$0.60","0.00004188"
"0xf65faa2778dae127b2a726a9399b41404ac7ae15889bdc457957233c8d899412","Success","Transfer","21943387","2025-02-28 07:35:47","0xfe500c274f72f1d1a9978c903d97e6d45cd9121b","","0x36a1c57be467ba9e3df92b52816b11d22f06a04f","","0.011705239 ETH","$24.62","0.000042"
"0x31610393655c9cc110dafb161959080c6a0cb0d404cc9bb0517e0662649cc045","Success","Transfer","21943387","2025-02-28 07:35:47","0xd874ae1f750b6716a57d948b586aff1137edfa90","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00008261"
"0x3789e07f5b432dd2258233ec37e8445ce30c552f0f7f810e1f4f93c33f3069b7","Success","Transfer","21943387","2025-02-28 07:35:47","0xdd3d72c53ff982ff59853da71158bf1538b3ceee","","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","Circle: USDC Token","0 ETH","$0.00","0.00009034"
"0x24089388f0b4495821707361413f77d146b52651fdb88234694e63fe049f3715","Success","Transfer","21943387","2025-02-28 07:35:47","0xeba88149813bec1cccccfdb0dacefaaa5de94cb1","","0x984b6d329d3aa1d6d5a14b134fb1fb8bcc66d60c","armannejadi.eth","0.00579989 ETH","$12.20","0.000042"
"0xb32313bdaa0f26e337f2a154023f620a6b12f1aedaa1e9783d1243dccd2bf8dc","Success","Transfer","21943387","2025-02-28 07:35:47","0xae45a8240147e6179ec7c9f92c5a18f9a97b3fca","Crypto.com: Deposit Funder","0x29045364595ada542c5100fd82dc89edad7d8673","","0.00016088 ETH","$0.34","0.00004223"
"0x2e721ebe88d5318b270877041a3469ed107223be08badf460234847ecdac0f8e","Success","Transfer","21943387","2025-02-28 07:35:47","0xae45a8240147e6179ec7c9f92c5a18f9a97b3fca","Crypto.com: Deposit Funder","0x96878f322a291cf9564dda64c3f754b349da278e","","0.00016088 ETH","$0.34","0.00004223"
"0x9ac41c772745f2649445ca21e9d93521211bc142560a97f4cc5175b4db5907dc","Success","Transfer","21943387","2025-02-28 07:35:47","0xae45a8240147e6179ec7c9f92c5a18f9a97b3fca","Crypto.com: Deposit Funder","0xcfdb158ce849203b9131ce803209dad66dbafdf4","","0.00016088 ETH","$0.34","0.00004223"
"0x189455033588a197e4fc5548a6127357a42116dafbea37afec7087a8369c0753","Success","Transfer","21943387","2025-02-28 07:35:47","0xae45a8240147e6179ec7c9f92c5a18f9a97b3fca","Crypto.com: Deposit Funder","0xf7475c95dbb808c58a55be5b483bcc719ff2edf1","","0.000096894 ETH","$0.20","0.00004223"
"0xdd5cdf1d142df285bd7ceabc0e5e29b7f252f22a7a312d2070f7ce484804ec88","Success","0x193b6593","21943387","2025-02-28 07:35:47","0xae2fc483527b8ef99eb5d9b44875f005ba1fae13","jaredfromsubway.eth","0x1f2f10d1c40777ae1da742455c65828ff36df387","jaredfromsubway: MEV Bot 2","0.000000009 ETH","$0.00","0.00029689"
"0xaa0f661d4ded4d98c97a0774f3a65b77dbcd746b4245ef71fab52bc68ae7c4c9","Success","Swap","21943387","2025-02-28 07:35:47","0xb3b38b30737685496b67b276f1e9d92b2604f4e5","","0x1111111254eeb25477b68fb85ed929f73a960582","Aggregation Router V5","0.047312082 ETH","$99.50","0.00018477"
"0x5fd6e6e41b0a7cf06b0945db437616648c4ee299406989614c5a9b9a5c820e59","Success","0x041b6593","21943387","2025-02-28 07:35:47","0xae2fc483527b8ef99eb5d9b44875f005ba1fae13","jaredfromsubway.eth","0x1f2f10d1c40777ae1da742455c65828ff36df387","jaredfromsubway: MEV Bot 2","0.000000009 ETH","$0.00","0.00012012"
"0x6e7c24bb0901b61a83cd885874dfd7f8a2605ba5cf9171659f07acee3fe099cc","Success","Execute","21943387","2025-02-28 07:35:47","0xb8ff877ed78ba520ece21b1de7843a8a57ca47cb","","0x8fafae7dd957044088b3d0f67359c327c6200d18","","0 ETH","$0.00","0.00014414"
"0x82680fad3813fae57011615a5dcc0c42835163a25f226775ab69c15269b81cfe","Success","Set Price","21943387","2025-02-28 07:35:47","0x339d413ccefd986b1b3647a9cfa9cbbe70a30749","","0xc03f31fd86a9077785b7bcf6598ce3598fa91113","","0 ETH","$0.00","0.00007854"
"0x2d9beb7ae739a0f9b3056f29303aa1bb0db143b10474f69eae2faa5544329935","Success","Set Price","21943387","2025-02-28 07:35:47","0x339d413ccefd986b1b3647a9cfa9cbbe70a30749","","0xc03f31fd86a9077785b7bcf6598ce3598fa91113","","0 ETH","$0.00","0.00007859"
"0x1361518813da4203ce8afdd241395dd1be047ab5aff63906f89ebb4a8f75a97a","Success","Execute","21943387","2025-02-28 07:35:47","0xb8ff877ed78ba520ece21b1de7843a8a57ca47cb","","0xa59ba433ac34d2927232918ef5b2eaafcf130ba5","Nethermind : DVN","0 ETH","$0.00","0.00014414"
"0xd3616a767171a4cb00ce61f89ccea8015cf5d660192581e36dea66dd67708698","Success","Commit Verification","21943387","2025-02-28 07:35:47","0xe93685f3bba03016f02bd1828badd6195988d950","Layer Zero: Executor","0xc02ab410f0734efa3f14628780e6e695156024c2","","0 ETH","$0.00","0.000159"
"0x8cd54ce9dcf7f5be3e55314a7541f7a728f0b9c9ff184fc608956671dbb0a44b","Success","Transfer","21943387","2025-02-28 07:35:47","0xf600e20b982c8494a15708af09402e49d3cec919","","0x7facfecf1070814a3620ad312c4eec128c214117","","0.045851657 ETH","$96.43","0.00004536"
"0x64d86a03fbdef4869d474eb460bda69a0076ea9bc31a15816b183a84e560d426","Success","Execute F Fs Yo","21943387","2025-02-28 07:35:47","0x1c8f6a5f009e051cab9c3851ca2da2c936b2775a","","0xa69babef1ca67a37ffaf7a485dfff3382056e78c","MEV Bot: 0xA69...78C","0 ETH","$0.00","0.00014802"
"0x2f79747cc90dfa2be51baa6320d4fb9a9fed9e18e088a2dc1c5c53b17415028a","Success","0xa0000000","21943387","2025-02-28 07:35:47","0x604d23a2ebb002df6fdc77b82da716222ca43b8b","","0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf","","0 ETH","$0.00","0.00027642"
"0x0e625c29e571d25d5166e5e66521d3c578358238f52927b48295ec35ab9f0c4c","Success","Transfer","21943387","2025-02-28 07:35:47","0x5b7ed83dc9893989b4143c387e0862aabd0b5c61","","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether: USDT Stablecoin","0 ETH","$0.00","0.00010257"
"0xe74de8d371613749ccfa2181494c4b5054d47e679e1e46eede2364bb271f5b99","Success","Transfer","21943387","2025-02-28 07:35:47","0x8fcf750cb1b49514a0f78ab05d21a75ee6d69270","","0x2260fac5e5542a773aa44fbcfedf7c193bc2c599","Wrapped BTC: WBTC Token","0 ETH","$0.00","0.00011039"
"0xfc5d837398db89ad207669e8ee1f1feef2be66d04fdb1288f0a64564734c479a","Success","Claim","21943387","2025-02-28 07:35:47","0x8bdd0e6056ea4f89b75a3b3a7fffb257e8850b98","","0xcbb3b5cb208b6a579dcf09ba53e7ecbece690e95","","0 ETH","$0.00","0.00028894"
"0x6f75655bc759b00d481881835b8e1656cb7d33387dd5cfe4126e169ea7b45b69","Success","Transfer","21943387","2025-02-28 07:35:47","0x0fd8fbba615560291221a5773a1c966e27198c09","","0x02151a183ba4743ddc246bfa12a30de9fbf96b24","","0.022 ETH","$46.27","0.00004716"
